"Title","PMID"
"Chaos and confusion in DSM-5 diagnosis of Internet Gaming Disorder: Issues, concerns, and recommendations for clarity in the field.","27599673"
"Internet Gaming Disorder in Early Adolescents: Gender and Depression Differences in a Latent Growth Model.","34574962"
"Measurement Invariance of the Internet Gaming Disorder Scale-Short-Form (IGDS9-SF) Between Australia, the USA, and the UK.","29670499"
"The Prevalence and Psychosocial Correlates of Internet Gaming Disorder.","28683852"
"Altered brain activities associated with cue reactivity during forced break in subjects with Internet gaming disorder.","31801104"
"Psychometric validation of the Persian nine-item Internet Gaming Disorder Scale - Short Form: Does gender and hours spent online gaming affect the interpretations of item descriptions?","28571474"
"Impaired anterior insular activation during risky decision making in young adults with internet gaming disorder.","27092470"
"Gaming among female adolescents: profiling and psychopathological characteristics in the Indian context.","37215680"
"Higher levels of (Internet) Gaming Disorder symptoms according to the WHO and APA frameworks associate with lower striatal volume.","33010145"
"Correction: Parental Factors Associated With Internet Gaming Disorder Among First-Year High School Students: Longitudinal Study.","36473183"
"Decreased functional connectivity in an executive control network is related to impaired executive function in Internet gaming disorder.","25445475"
"Chinese adaptation of the Ten-Item Internet Gaming Disorder Test and prevalence estimate of Internet gaming disorder among adolescents in Taiwan.","30264599"
"A Latent Class Approach for Classifying the Problem and Disordered Gamers in a Group of Adolescence.","30542305"
"Psychometric Testing of the Personal Internet Gaming Disorder Evaluation-9: A New Measure Designed to Assess Internet Gaming Disorder.","27096439"
"The role of family and personality traits in Internet gaming disorder: A mediation model combining cognitive and attachment perspectives.","30739463"
"Internet Gaming Disorder Within the DSM-5 Framework and With an Eye Toward ICD-11.","28457151"
"Face validity evaluation of screening tools for gaming disorder: Scope, language, and overpathologizing issues.","32359228"
"Cumulative Family Risk and Internet Gaming Disorder Among Adolescents: A Serial Mediating Model of Personal Growth Initiative and Gratitude.","35480576"
"Plasma levels of leptin in patients with pathological gambling, internet gaming disorder and alcohol use disorder.","30041134"
"Psychometric Evaluation and Comparison of Two Gaming Disorder Measures Derived From the DSM-5 and ICD-11 Frameworks.","33391047"
"Prevalence and risk factors associated with Internet gaming disorder: A cross-sectional study.","34908685"
"Development and content validity of a screening instrument for gaming addiction in adolescents: the Gaming Addiction Identification Test (GAIT).","25615802"
"Case Report: Internet Gaming Disorder Associated With Pornography Use.","26339216"
"Impaired decision-making and impulse control in Internet gaming addicts: evidence from the comparison with recreational Internet game users.","27687019"
"The relationship between anxiety and internet gaming disorder in children during COVID-19 lockdown: a network analysis.","37265552"
"Brain correlates of response inhibition in Internet gaming disorder.","25047685"
"Passion or addiction? Correlates of healthy versus problematic use of videogames in a sample of French-speaking regular players.","29522932"
"Diathesis stress or differential susceptibility? testing the relationship between stressful life events, neuroticism, and internet gaming disorder among Chinese adolescents.","35085357"
"A Novel Cue-Induced Abdominal Reaction Analysis for Internet Gaming Disorder.","30834987"
"EEG Parameter Selection Reflecting the Characteristics of Internet Gaming Disorder While Playing League of Legends.","36772696"
"The inhibition of proactive interference among adults with Internet gaming disorder.","24866532"
"The procrastination of Internet gaming disorder in young adults: The clinical severity.","28482194"
"Spanish Validation and Scoring of the Internet Gaming Disorder Scale - Short-Form (IGDS9-SF).","32618539"
"Sex difference in the effect of Internet gaming disorder on the brain functions: Evidence from resting-state fMRI.","30593873"
"'White matter connectivity and Internet gaming disorder' and broader considerations in the field.","26011380"
"Measurement of craving among gamers with internet gaming disorder using repeated presentations of game videos: a resting-state electroencephalography study.","37143023"
"Lost in the chaos: Flawed literature should not generate new disorders.","28301968"
"Issues raised by the DSM-5 internet gaming disorder classification and proposed diagnostic criteria.","25103097"
"Validation of the Ten-Item Internet Gaming Disorder Test (IGDT-10) and evaluation of the nine DSM-5 Internet Gaming Disorder criteria.","26632194"
"Social Self-Efficacy and Internet Gaming Disorder Among Chinese Undergraduates: The Mediating Role of Alexithymia and the Moderating Role of Empathy.","35865686"
"Meeting the unique challenges of assessing internet gaming disorder.","25103106"
"Personality and Cognition in Gamers: Avoidance Expectancies Mediate the Relationship Between Maladaptive Personality Traits and Symptoms of Internet-Gaming Disorder.","30042702"
"Internet gaming disorder in early adolescence: Associations with parental and adolescent mental health.","28365463"
"Measuring Female Gaming: Gamer Profile, Predictors, Prevalence, and Characteristics From Psychological and Gender Perspectives.","31105622"
"The Comorbidity Between Internet Gaming Disorder and Depression: Interrelationship and Neural Mechanisms.","29740358"
"Psychometric Testing of Three Chinese Online-Related Addictive Behavior Instruments among Hong Kong University Students.","30328020"
"A prospective study of the motivational and health dynamics of Internet Gaming Disorder.","28975056"
"Beyond internalizing and externalizing symptoms: The association between body disconnection and the symptoms of Internet gaming disorder.","34315095"
"Reciprocal associations between shyness, depression, and Internet gaming disorder among Chinese adolescents: A cross-lagged panel study.","35114630"
"A Multimodal Analysis Combining Behavioral Experiments and Survey-Based Methods to Assess the Cognitive Effect of Video Game Playing: Good or Evil?","32517096"
"Development and Internal Validation of a Model for Predicting Internet Gaming Disorder Risk in Adolescents and Children.","35757200"
"Need for systematic screening for IGD in adolescent psychiatric inpatients.","32928526"
"The Use of Digital Technologies, Impulsivity and Psychopathological Symptoms in Adolescence.","31344851"
"Playing Closer: Using Virtual Reality to Measure Approach Bias of Internet Gaming Disorder.","37232645"
"The Development of a Screening Tool for Chinese Disordered Gamers: The Chinese Internet Gaming Disorder Checklist (C-IGDC).","32422914"
"Correction: Potential Correlates of Internet Gaming Disorder Among Indonesian Medical Students: Cross-sectional Study.","33882024"
"Longitudinal predictors for incidence of internet gaming disorder among adolescents: The roles of time spent on gaming and depressive symptoms.","34246122"
"Emotional Regulation in Young Adults with Internet Gaming Disorder.","29295597"
"Altered neural processing of negative stimuli in people with internet gaming disorder: fMRI evidence from the comparison with recreational game users.","32056768"
"Predicting likelihood of psychological disorders in PlayerUnknown's Battlegrounds (PUBG) players from Asian countries using supervised machine learning.","31704370"
"Parent-adolescent attachment and peer attachment associated with Internet Gaming Disorder: A longitudinal study of first-year undergraduate students.","32359235"
"Altered intrinsic connectivity distribution in internet gaming disorder and its associations with psychotherapy treatment outcomes.","32415913"
"Disentangling the effects of empathy components on Internet gaming disorder: A study of vulnerable youth in China.","30920294"
"The Effect of Shyness on Adolescent Network Problem Behavior: The Role of Gender and Loneliness.","32581897"
"How the Dark Triad associated with internet gaming disorder? The serial mediation of basic psychological needs satisfaction and negative coping styles.","36471813"
